Transaction_ID,Card_ID,Transaction_Amount,Merchant,Transaction_Type,Average_Transaction_Per_Day,Accumulated_Transactions,Average_Transaction_Amount,Accumulated_Amount,Transaction_Location,Previous_Location,Time_Difference (min),Is_Fraudulent
T438234,C31872,140.74,Epic Games,E-Commerce,2,29,231.52,386.74,Ecuador,Ecuador,43.0,0
T277493,C40062,447.65,Zephora,E-Commerce,10,13,205.14,100.75,Ecuador,Ecuador,117.0,0
T549797,C85290,646.13,Zephora,E-Commerce,39,17,564.09,265.36,Ecuador,Ecuador,11.0,0
T921131,C69455,150.77,G2A,E-Commerce,24,31,866.86,792.01,Ecuador,Ecuador,8.0,0
T254222,C18272,575.57,eBay,E-Commerce,7,6,69.3,336.78,Ecuador,Ecuador,104.0,0
T421899,C49745,435.46,Delta Airlines,E-Commerce,30,1,439.71,992.1,Ecuador,Ecuador,58.0,0
T450819,C51352,800.25,Tiffany & Co.,E-Commerce,35,21,965.51,556.54,Ecuador,Ecuador,9.0,0
T416764,C88498,507.31,Zales,E-Commerce,36,26,911.85,525.14,Ecuador,Ecuador,73.0,0
T131976,C23781,575.27,Steam,E-Commerce,4,1,448.69,627.32,Ecuador,Ecuador,18.0,0
T471758,C53199,114.02,Steam,E-Commerce,5,24,375.17,806.04,Ecuador,Ecuador,98.0,0
T165685,C20477,738.74,Zales,E-Commerce,34,17,286.98,86.21,Ecuador,Ecuador,54.0,0
T105131,C37913,576.36,G2A,E-Commerce,1,32,723.14,687.55,Ecuador,Ecuador,39.0,0
T523889,C55077,393.15,Cartier,E-Commerce,27,39,230.31,535.1,Ecuador,Ecuador,113.0,0
T506207,C89995,337.93,Booking,E-Commerce,3,12,636.1,44.67,Ecuador,Ecuador,62.0,0
T953708,C58108,731.0,eBay,E-Commerce,12,32,67.65,618.58,Ecuador,Ecuador,75.0,0
T691660,C32390,440.56,Zephora,E-Commerce,33,9,163.37,294.88,Ecuador,Ecuador,110.0,0
T641994,C14884,800.09,Shein,E-Commerce,7,32,166.35,966.28,Ecuador,Ecuador,90.0,0
T824518,C57114,58.93,Booking,E-Commerce,8,20,16.49,10.63,Ecuador,Ecuador,53.0,0
T164415,C61945,503.96,Amazon Gift Cards,E-Commerce,22,16,574.38,979.04,Ecuador,Ecuador,116.0,0
T426189,C48345,862.09,Zales,E-Commerce,3,22,911.62,844.77,Ecuador,Ecuador,108.0,0
T652575,C67199,829.05,LATAM,E-Commerce,14,35,943.59,179.87,Ecuador,Ecuador,10.0,0
T220159,C27568,967.0,Epic Games,E-Commerce,33,2,890.97,596.11,Chile,Ecuador,32.0,0
T225505,C13045,888.2,Tiffany & Co.,E-Commerce,18,4,474.21,347.92,Chile,Chile,26.0,0
T395196,C45771,718.39,Steam,E-Commerce,34,19,962.53,258.49,Chile,Chile,46.0,0
T301296,C78785,129.83,Booking,E-Commerce,23,19,905.32,932.68,Ecuador,Chile,3.0,1
T113647,C37717,703.22,G2A,E-Commerce,39,21,23.42,540.79,Ecuador,Ecuador,72.0,0
T654495,C91983,749.65,Delta Airlines,E-Commerce,38,9,119.85,331.04,Ecuador,Ecuador,66.0,0
T844109,C27840,429.72,Amazon,E-Commerce,21,2,637.54,994.17,Peru,Ecuador,100.0,0
T111919,C25468,46.77,Shein,E-Commerce,36,20,423.0,297.03,Peru,Peru,118.0,0
T789631,C43261,442.97,Amazon,E-Commerce,34,1,956.17,514.55,Peru,Peru,56.0,0
T575704,C46653,322.51,American Airlines,E-Commerce,17,19,237.87,999.18,Peru,Peru,35.0,0
T852238,C87671,434.56,Amazon Gift Cards,E-Commerce,15,29,630.29,951.07,Peru,Peru,77.0,0
T440298,C93439,403.9,Zales,E-Commerce,22,22,12.41,608.16,Peru,Peru,99.0,0
T736602,C49978,251.0,Steam,E-Commerce,14,4,997.52,793.35,Peru,Peru,41.0,0
T744850,C57621,912.74,Amazon Gift Cards,E-Commerce,38,27,175.01,269.49,Peru,Peru,15.0,0
T270095,C21989,945.96,Zales,E-Commerce,6,21,316.74,50.78,Peru,Peru,66.0,0
T964796,C99456,863.28,Steam,E-Commerce,17,18,158.25,66.43,Peru,Peru,118.0,0
T837366,C59734,540.9,American Airlines,E-Commerce,9,11,68.4,998.84,Peru,Peru,102.0,0
T650191,C85649,621.9,Booking,E-Commerce,18,10,652.59,825.7,Peru,Peru,69.0,0
T561802,C74386,449.38,Amazon Gift Cards,E-Commerce,11,29,491.07,220.02,Peru,Peru,31.0,0
T939127,C64626,732.68,Shein,E-Commerce,18,22,84.64,835.46,Peru,Peru,113.0,0
T292939,C22844,866.42,Delta Airlines,E-Commerce,18,33,516.88,684.28,Indonesia,Peru,53.0,1
T159255,C82283,566.3,Steam,E-Commerce,8,39,838.85,348.41,Colombia,Indonesia,17.0,0
T521725,C17434,596.09,Shein,E-Commerce,21,18,465.31,242.97,Colombia,Colombia,64.0,0
T428970,C24379,860.45,Amazon Gift Cards,E-Commerce,4,11,452.48,865.67,Colombia,Colombia,13.0,0
T558497,C21558,169.75,Cartier,E-Commerce,15,15,217.04,496.56,Colombia,Colombia,70.0,0
T617555,C57350,356.8,Amazon,E-Commerce,25,27,486.76,884.6,Colombia,Colombia,34.0,0
T707285,C11887,453.76,American Airlines,E-Commerce,37,6,882.04,337.42,Colombia,Colombia,9.0,0
T518429,C21841,831.62,G2A,E-Commerce,3,19,218.42,251.74,Colombia,Colombia,100.0,0
T537471,C68999,371.11,Amazon,E-Commerce,20,17,588.1,962.09,Colombia,Colombia,35.0,0
T956841,C38062,192.51,eBay,E-Commerce,6,13,27.56,745.33,Colombia,Colombia,23.0,0
T483675,C37211,189.79,Shein,E-Commerce,13,37,527.03,458.8,Colombia,Colombia,105.0,0
T764187,C12849,300.78,Epic Games,E-Commerce,36,10,299.39,852.73,Ecuador,Colombia,31.0,0
T277176,C88166,187.4,Walmart,E-Commerce,31,11,119.86,283.6,Ecuador,Ecuador,6.0,0
T792210,C60154,809.85,Tiffany & Co.,E-Commerce,31,15,191.42,584.28,Ecuador,Ecuador,20.0,0
T435210,C85059,88.79,Cartier,E-Commerce,31,1,490.51,635.56,Ecuador,Ecuador,75.0,0
T818821,C78642,348.36,LATAM,E-Commerce,7,11,961.44,57.25,Ecuador,Ecuador,38.0,0
T806958,C55718,467.8,Zephora,E-Commerce,31,30,714.47,377.29,Ecuador,Ecuador,54.0,0
T357807,C59850,473.13,LATAM,E-Commerce,35,34,757.72,158.72,Ecuador,Ecuador,80.0,0
T472340,C95260,52.23,Zales,E-Commerce,15,34,777.22,463.1,Ecuador,Ecuador,68.0,0
T223950,C67867,177.25,Cartier,E-Commerce,36,6,228.21,242.31,Ecuador,Ecuador,78.0,0
T908749,C83613,217.96,Delta Airlines,E-Commerce,13,28,820.86,561.78,Ecuador,Ecuador,57.0,0
T748953,C66173,553.22,G2A,E-Commerce,24,7,747.21,578.97,Ecuador,Ecuador,40.0,0
T999499,C81686,572.98,Booking,E-Commerce,24,8,374.56,508.8,Ecuador,Ecuador,35.0,0
T494065,C85017,70.45,Amazon,E-Commerce,21,29,776.38,392.31,Ecuador,Ecuador,55.0,0
T799111,C84751,106.92,LATAM,E-Commerce,2,36,721.47,38.69,Ecuador,Ecuador,57.0,0
T797527,C97780,971.24,Delta Airlines,E-Commerce,8,1,502.47,833.31,Ecuador,Ecuador,33.0,0
T529674,C51228,720.05,Booking,E-Commerce,4,15,204.87,309.9,Ecuador,Ecuador,65.0,0
T796523,C85350,850.28,Delta Airlines,E-Commerce,13,34,673.54,677.57,Ecuador,Ecuador,10.0,0
T671275,C39930,216.75,Walmart,E-Commerce,2,31,236.61,495.98,Ecuador,Ecuador,28.0,0
T567839,C79851,373.86,Booking,E-Commerce,14,12,677.5,126.51,Ecuador,Ecuador,54.0,0
T557502,C27542,493.49,Delta Airlines,E-Commerce,5,23,319.29,916.27,Ecuador,Ecuador,29.0,0
T806361,C37177,342.69,LATAM,E-Commerce,25,34,115.69,731.83,Ecuador,Ecuador,106.0,0
T106354,C69288,297.78,Steam,E-Commerce,28,32,113.12,789.46,Ecuador,Ecuador,28.0,0
T160420,C77318,285.98,LATAM,E-Commerce,11,2,22.89,564.01,Ecuador,Ecuador,7.0,0
T398971,C26562,932.78,LATAM,E-Commerce,38,37,695.87,466.72,Ecuador,Ecuador,106.0,0
T716488,C34281,673.7,Zephora,E-Commerce,38,39,280.41,845.41,Ecuador,Ecuador,35.0,0
T505751,C27219,425.28,eBay,E-Commerce,28,10,737.57,307.53,Ecuador,Ecuador,71.0,0
T398507,C31678,555.55,eBay,E-Commerce,17,22,317.07,450.56,Ecuador,Ecuador,45.0,0
T293477,C12421,313.68,LATAM,E-Commerce,33,8,44.62,327.2,Chile,Ecuador,98.0,0
T888116,C13472,242.6,Shein,E-Commerce,4,16,39.6,568.23,Chile,Chile,94.0,0
T836122,C55772,662.89,Zephora,E-Commerce,25,1,267.13,187.86,Ecuador,Chile,110.0,0
T550093,C97676,709.22,eBay,E-Commerce,38,39,717.38,186.72,Chile,Ecuador,111.0,1
T687303,C97714,888.24,Zephora,E-Commerce,5,35,362.3,439.27,Peru,Chile,83.0,0
T511085,C13508,694.28,Amazon Gift Cards,E-Commerce,31,7,590.31,794.85,Peru,Peru,25.0,0
T533119,C36234,624.99,Booking,E-Commerce,3,3,448.68,642.39,Peru,Peru,32.0,0
T524628,C63955,531.45,Amazon Gift Cards,E-Commerce,3,36,12.05,582.4,Peru,Peru,76.0,0
T634818,C86633,675.49,G2A,E-Commerce,10,37,797.86,626.33,Peru,Peru,3.0,0
T836579,C17022,540.4,Walmart,E-Commerce,13,26,570.58,652.29,Ecuador,Peru,46.0,0
T231170,C32380,530.61,Amazon,E-Commerce,37,20,308.47,138.57,Ecuador,Ecuador,94.0,0
T963711,C72086,161.25,Booking,E-Commerce,32,16,282.22,550.53,Ecuador,Ecuador,72.0,0
T877462,C42150,50.31,eBay,E-Commerce,29,12,652.26,999.49,Ecuador,Ecuador,85.0,0
T194078,C26059,774.1,eBay,E-Commerce,1,26,627.47,96.26,Chile,Ecuador,115.0,1
T326439,C42775,90.88,Delta Airlines,E-Commerce,30,11,182.91,639.23,Chile,Chile,107.0,0
T399170,C15748,457.33,Cartier,E-Commerce,17,10,360.6,933.59,Chile,Chile,38.0,0
T691310,C86026,220.54,eBay,E-Commerce,16,18,335.81,505.38,Chile,Chile,107.0,0
T417615,C13706,711.2,eBay,E-Commerce,34,39,28.31,721.95,Ecuador,Chile,44.0,0
T552098,C18528,822.99,Tiffany & Co.,E-Commerce,11,25,552.6,430.38,Ecuador,Ecuador,68.0,0
T351792,C69629,708.96,Zephora,E-Commerce,38,17,446.01,53.53,Ecuador,Ecuador,75.0,0
T664602,C22795,110.23,Zales,E-Commerce,28,34,542.18,217.13,Ecuador,Ecuador,56.0,0
T722492,C98883,51.68,Epic Games,E-Commerce,11,15,148.5,975.89,Ecuador,Ecuador,12.0,0
T154816,C90539,378.35,Booking,E-Commerce,38,14,641.34,593.02,Ecuador,Ecuador,88.0,0
T201569,C66057,271.93,eBay,E-Commerce,36,38,886.38,310.89,Ecuador,Ecuador,44.0,0
T927793,C46662,484.59,Cartier,E-Commerce,21,1,74.92,56.08,Ecuador,Ecuador,48.0,0
T550555,C61944,614.02,Booking,E-Commerce,36,1,843.91,353.17,Ecuador,Ecuador,18.0,0
T881550,C38811,591.68,American Airlines,E-Commerce,22,25,855.24,551.64,Ecuador,Ecuador,68.0,0
T695833,C83000,837.42,Delta Airlines,E-Commerce,31,19,307.77,502.18,Ecuador,Ecuador,48.0,0
T539193,C40131,918.2,Tiffany & Co.,E-Commerce,33,37,183.95,369.74,Ecuador,Ecuador,15.0,0
T738216,C12624,129.4,eBay,E-Commerce,22,15,60.1,23.27,Ecuador,Ecuador,92.0,0
T565454,C84805,378.26,G2A,E-Commerce,18,10,727.14,318.39,Ecuador,Ecuador,17.0,0
T885142,C79590,472.43,G2A,E-Commerce,9,26,988.13,208.64,Ecuador,Ecuador,52.0,0
T273237,C25994,662.82,Epic Games,E-Commerce,19,21,770.35,75.87,Ecuador,Ecuador,60.0,0
T719020,C37118,898.04,G2A,E-Commerce,23,28,131.78,778.15,Peru,Ecuador,17.0,0
T915540,C75024,552.43,Booking,E-Commerce,6,7,643.89,349.29,Peru,Peru,68.0,0
T355854,C94879,384.57,Booking,E-Commerce,25,32,762.29,492.51,Peru,Peru,99.0,0
T864488,C10002,47.21,Cartier,E-Commerce,21,36,176.24,121.2,Peru,Peru,5.0,0
T133627,C26623,484.28,Booking,E-Commerce,19,34,865.28,242.88,Ecuador,Peru,29.0,0
T120284,C70592,818.08,Zephora,E-Commerce,20,39,364.52,304.66,Ecuador,Ecuador,25.0,0
T529458,C64663,857.15,Steam,E-Commerce,21,16,91.83,238.71,Ecuador,Ecuador,105.0,0
T174301,C93593,865.76,Amazon Gift Cards,E-Commerce,39,7,928.76,856.01,Ecuador,Ecuador,48.0,0
T340154,C70721,847.4,Shein,E-Commerce,33,6,95.32,636.03,Ecuador,Ecuador,95.0,0
T789201,C16414,488.17,Zales,E-Commerce,27,33,94.17,420.89,Ecuador,Ecuador,57.0,0
T920813,C85605,946.75,Cartier,E-Commerce,25,23,530.22,789.36,Ecuador,Ecuador,57.0,0
T270892,C74712,724.37,G2A,E-Commerce,25,31,584.11,627.38,Ecuador,Ecuador,25.0,0
T311376,C52709,448.26,Booking,E-Commerce,9,24,828.64,685.66,Ecuador,Ecuador,54.0,0
T581393,C10686,966.06,Amazon,E-Commerce,29,4,411.61,620.23,Ecuador,Ecuador,3.0,0
T105198,C51438,824.98,Cartier,E-Commerce,30,15,115.02,301.39,Ecuador,Ecuador,32.0,0
T118313,C63130,670.59,Amazon Gift Cards,E-Commerce,12,22,490.92,996.76,Ecuador,Ecuador,108.0,0
T147402,C18428,25.23,Shein,E-Commerce,34,33,20.11,60.04,Ecuador,Ecuador,53.0,0
T859303,C91263,641.36,American Airlines,E-Commerce,12,20,719.93,755.59,Ecuador,Ecuador,66.0,0
T230773,C79656,259.63,Delta Airlines,E-Commerce,36,20,433.68,474.0,Ecuador,Ecuador,34.0,0
T168513,C56247,886.95,Zales,E-Commerce,25,27,98.8,532.14,Ecuador,Ecuador,64.0,0
T997225,C59258,764.79,Cartier,E-Commerce,37,12,346.18,255.67,Ecuador,Ecuador,12.0,0
T617297,C98761,349.04,Shein,E-Commerce,20,17,445.53,715.57,Ecuador,Ecuador,92.0,0
T184205,C54867,868.83,Delta Airlines,E-Commerce,39,9,720.27,888.98,Ecuador,Ecuador,95.0,0
T249942,C20438,122.26,American Airlines,E-Commerce,1,13,988.61,419.31,Ecuador,Ecuador,26.0,0
T438762,C58961,750.81,Steam,E-Commerce,25,31,223.02,272.05,Chile,Ecuador,80.0,0
T426675,C58336,585.08,Cartier,E-Commerce,4,25,217.8,303.69,Chile,Chile,29.0,0
T554374,C89538,808.88,Walmart,E-Commerce,26,1,916.76,219.59,Chile,Chile,100.0,0
T577097,C50815,117.51,Walmart,E-Commerce,14,31,970.49,181.38,Ecuador,Chile,32.0,0
T433408,C65189,239.25,Delta Airlines,E-Commerce,9,21,202.99,261.22,Ecuador,Ecuador,6.0,0
T296183,C84675,881.91,Steam,E-Commerce,10,7,946.07,876.21,Ecuador,Ecuador,60.0,0
T196152,C12032,242.03,LATAM,E-Commerce,28,23,881.81,639.89,Ecuador,Ecuador,30.0,0
T861520,C86656,379.15,Amazon Gift Cards,E-Commerce,35,2,731.55,657.89,Ecuador,Ecuador,56.0,0
T335646,C90461,992.18,American Airlines,E-Commerce,22,15,830.45,366.77,Ecuador,Ecuador,46.0,0
T857535,C23985,666.9,Delta Airlines,E-Commerce,19,21,149.39,816.79,Ecuador,Ecuador,82.0,0
T910769,C39448,671.51,Zales,E-Commerce,12,21,880.71,114.11,Ecuador,Ecuador,11.0,0
T330609,C46018,712.62,Epic Games,E-Commerce,18,30,620.67,975.08,Ecuador,Ecuador,110.0,0
T993294,C13328,339.03,Booking,E-Commerce,5,18,596.29,274.88,Ecuador,Ecuador,100.0,0
T100313,C65056,276.71,Epic Games,E-Commerce,26,20,524.87,767.08,Peru,Ecuador,32.0,0
T456211,C81695,184.54,Epic Games,E-Commerce,1,8,259.34,721.84,Peru,Peru,58.0,0
T239977,C40659,377.9,Delta Airlines,E-Commerce,9,29,928.97,370.99,Peru,Peru,31.0,0
T252476,C50459,746.06,Zephora,E-Commerce,5,19,560.99,12.82,Peru,Peru,42.0,0
T540361,C20135,114.31,American Airlines,E-Commerce,19,20,610.9,802.78,Peru,Peru,69.0,0
T188117,C91627,585.46,Amazon,E-Commerce,26,26,679.77,885.49,Peru,Peru,21.0,0
T392105,C83080,219.21,Tiffany & Co.,E-Commerce,19,24,415.14,293.58,Ecuador,Peru,21.0,1
T680143,C65126,173.96,G2A,E-Commerce,2,37,655.87,145.84,Ecuador,Ecuador,15.0,0
T446092,C68626,281.7,Tiffany & Co.,E-Commerce,24,1,956.2,317.43,Ecuador,Ecuador,45.0,0
T165925,C26161,277.68,Amazon,E-Commerce,5,37,424.01,242.05,Ecuador,Ecuador,32.0,0
T489160,C93563,49.94,Walmart,E-Commerce,33,4,898.62,168.15,Ecuador,Ecuador,47.0,0
T792365,C81651,214.7,Amazon,E-Commerce,36,29,101.65,927.69,Ecuador,Ecuador,1.0,0
T158085,C26860,138.47,G2A,E-Commerce,20,27,431.0,434.22,Ecuador,Ecuador,78.0,0
T441969,C91134,349.31,Delta Airlines,E-Commerce,20,28,333.83,702.76,Ecuador,Ecuador,65.0,0
T358278,C22549,957.17,Amazon,E-Commerce,9,9,441.38,890.88,Ecuador,Ecuador,115.0,0
T985333,C74208,518.58,Walmart,E-Commerce,32,12,62.97,993.3,Ecuador,Ecuador,67.0,0
T924883,C97557,555.53,Zephora,E-Commerce,39,18,315.42,248.8,Ecuador,Ecuador,36.0,0
T422734,C50516,92.55,Cartier,E-Commerce,37,6,943.69,68.79,India,Ecuador,91.0,0
T353688,C60388,851.28,G2A,E-Commerce,37,15,341.59,212.18,India,India,18.0,0
T645376,C71826,100.21,Zephora,E-Commerce,21,11,129.31,385.48,India,India,104.0,0
T477241,C47420,514.54,Zales,E-Commerce,5,28,576.24,570.8,India,India,59.0,0
T375801,C33658,793.1,Zales,E-Commerce,28,2,966.28,95.24,India,India,73.0,0
T682128,C14956,988.27,eBay,E-Commerce,28,7,38.95,214.12,India,India,105.0,0
T572514,C47109,446.75,Zales,E-Commerce,6,35,592.79,869.0,India,India,15.0,0
T818736,C99137,435.73,Booking,E-Commerce,36,16,254.64,829.6,India,India,62.0,0
T154678,C42001,217.79,Cartier,E-Commerce,9,22,54.85,80.21,Ecuador,India,75.0,0
T203057,C87287,234.56,Booking,E-Commerce,4,18,389.43,7.18,Ecuador,Ecuador,85.0,0
T237001,C52456,417.52,Zephora,E-Commerce,34,2,116.63,198.47,Ecuador,Ecuador,58.0,0
T875366,C29627,926.89,Shein,E-Commerce,32,19,919.85,616.13,Ecuador,Ecuador,46.0,0
T807552,C80361,405.8,American Airlines,E-Commerce,23,14,697.03,533.36,Ecuador,Ecuador,115.0,0
T129118,C71275,105.48,G2A,E-Commerce,35,26,167.16,788.29,Ecuador,Ecuador,78.0,0
T144880,C42809,137.15,Amazon,E-Commerce,3,39,173.35,696.96,Ecuador,Ecuador,36.0,0
T629782,C15482,843.61,Amazon Gift Cards,E-Commerce,16,9,696.09,113.27,Ecuador,Ecuador,92.0,0
T545165,C11474,780.32,Amazon Gift Cards,E-Commerce,29,27,797.26,292.07,Ecuador,Ecuador,42.0,0
T875924,C68255,514.28,Zephora,E-Commerce,2,4,216.06,382.13,Ecuador,Ecuador,107.0,0
T456658,C38216,927.59,eBay,E-Commerce,10,2,657.24,410.9,Ecuador,Ecuador,23.0,0
T896581,C62019,359.09,Tiffany & Co.,E-Commerce,30,27,63.55,987.35,Ecuador,Ecuador,80.0,0
T301566,C82454,992.46,Amazon Gift Cards,E-Commerce,28,8,20.57,139.02,Ecuador,Ecuador,59.0,0
T115021,C15209,514.32,Cartier,E-Commerce,36,37,843.6,782.12,Ecuador,Ecuador,41.0,0
T773818,C44702,707.79,Cartier,E-Commerce,1,23,657.99,607.93,Ecuador,Ecuador,37.0,0
T837049,C44152,284.01,Zales,E-Commerce,11,20,172.92,552.24,Ecuador,Ecuador,68.0,0
T417651,C77527,478.11,Walmart,E-Commerce,2,30,542.92,878.74,Brazil,Ecuador,8.0,1
T938254,C37118,987.86,American Airlines,E-Commerce,20,18,144.19,449.28,Ecuador,Brazil,111.0,0
T380214,C13180,362.13,G2A,E-Commerce,19,22,157.22,355.75,Ecuador,Ecuador,45.0,0
T566758,C42767,907.12,Amazon Gift Cards,E-Commerce,8,13,503.36,820.95,Ecuador,Ecuador,24.0,0
T262935,C48621,618.07,Zales,E-Commerce,38,8,91.11,883.76,Ecuador,Ecuador,62.0,0
T797625,C88837,975.19,Shein,E-Commerce,32,22,852.6,54.08,Ecuador,Ecuador,64.0,0
T999585,C71563,597.88,Epic Games,E-Commerce,3,29,224.82,922.29,Ecuador,Ecuador,85.0,0
T765666,C26122,825.26,G2A,E-Commerce,37,30,872.59,786.44,Ecuador,Ecuador,57.0,0
T747174,C20039,698.98,Shein,E-Commerce,19,6,908.14,281.03,Ecuador,Ecuador,36.0,0
T237840,C69929,704.89,American Airlines,E-Commerce,10,12,71.45,687.74,Ecuador,Ecuador,83.0,0
T726029,C20503,261.42,Delta Airlines,E-Commerce,12,39,791.87,723.95,Ecuador,Ecuador,20.0,0
T715174,C97722,990.92,Epic Games,E-Commerce,1,27,192.44,365.3,Ecuador,Ecuador,57.0,0
T313823,C86901,242.72,Walmart,E-Commerce,15,32,488.42,775.79,Ecuador,Ecuador,36.0,0
T144599,C34741,566.04,Walmart,E-Commerce,5,11,880.08,421.56,Ecuador,Ecuador,78.0,0
T701705,C88503,384.2,eBay,E-Commerce,19,34,462.02,779.08,Ecuador,Ecuador,32.0,0
T398393,C21369,736.81,LATAM,E-Commerce,9,4,790.28,669.33,Ecuador,Ecuador,100.0,0
T466415,C24271,600.83,Epic Games,E-Commerce,20,21,7.65,711.24,Ecuador,Ecuador,35.0,0
T182408,C92663,412.28,Tiffany & Co.,E-Commerce,20,18,951.99,64.94,Ecuador,Ecuador,92.0,0
T258868,C55632,740.1,Tiffany & Co.,E-Commerce,8,4,562.92,764.14,Ecuador,Ecuador,102.0,0
T948667,C98542,158.62,Booking,E-Commerce,9,33,959.03,495.99,Ecuador,Ecuador,31.0,0
T534141,C40178,454.71,G2A,E-Commerce,15,10,973.34,492.82,Ecuador,Ecuador,73.0,0
T711461,C16697,967.54,American Airlines,E-Commerce,7,37,518.29,849.83,Ecuador,Ecuador,97.0,0
T588840,C80430,304.11,Amazon Gift Cards,E-Commerce,12,18,696.34,499.57,Ecuador,Ecuador,12.0,0
T225207,C44606,69.72,LATAM,E-Commerce,26,27,206.58,434.14,Ecuador,Ecuador,59.0,0
T676441,C78442,571.59,eBay,E-Commerce,4,27,89.1,949.69,Ecuador,Ecuador,80.0,0
T803753,C77809,785.13,American Airlines,E-Commerce,13,31,940.12,207.9,Ecuador,Ecuador,109.0,0
T863336,C71553,825.99,Epic Games,E-Commerce,20,8,345.01,675.4,Ecuador,Ecuador,11.0,0
T896281,C17074,553.81,Amazon Gift Cards,E-Commerce,25,39,764.82,922.88,Ecuador,Ecuador,49.0,0
T782584,C61934,677.73,G2A,E-Commerce,17,26,419.0,487.83,Ecuador,Ecuador,46.0,0
T739269,C97783,760.93,Walmart,E-Commerce,33,15,398.56,150.05,Ecuador,Ecuador,56.0,0
T689836,C24701,665.88,eBay,E-Commerce,19,3,64.88,709.63,Ecuador,Ecuador,82.0,0
T722367,C14185,35.59,Booking,E-Commerce,14,14,395.77,886.74,Ecuador,Ecuador,85.0,0
T714495,C81955,306.02,Zales,E-Commerce,7,24,806.01,582.9,Ecuador,Ecuador,87.0,0
T896399,C16063,181.37,Zephora,E-Commerce,13,9,258.32,457.38,Ecuador,Ecuador,23.0,0
T974110,C68542,979.21,Amazon,E-Commerce,14,14,11.2,470.09,Ecuador,Ecuador,91.0,0
T224993,C32129,305.13,LATAM,E-Commerce,12,29,570.5,264.31,Ecuador,Ecuador,28.0,0
T605714,C46049,972.91,Cartier,E-Commerce,15,36,328.92,121.76,Ecuador,Ecuador,78.0,0
T367918,C18074,98.3,Tiffany & Co.,E-Commerce,9,34,988.9,635.01,Ecuador,Ecuador,21.0,0
T353366,C32597,954.86,Booking,E-Commerce,8,34,982.21,654.19,Ecuador,Ecuador,91.0,0
T473859,C18747,166.52,Zales,E-Commerce,7,31,802.3,376.79,Ecuador,Ecuador,26.0,0
T309175,C87666,877.86,Tiffany & Co.,E-Commerce,25,15,290.25,660.39,Ecuador,Ecuador,72.0,0
T941891,C31796,14.2,LATAM,E-Commerce,11,24,8.72,854.6,Ecuador,Ecuador,74.0,0
T325489,C89817,24.18,Cartier,E-Commerce,19,36,890.97,935.85,Ecuador,Ecuador,83.0,0
T557337,C82773,260.43,Epic Games,E-Commerce,32,1,490.94,803.34,Ecuador,Ecuador,69.0,0
T530819,C32800,417.2,Steam,E-Commerce,5,8,798.96,294.24,Ecuador,Ecuador,17.0,0
T245554,C73350,109.9,Walmart,E-Commerce,38,14,800.46,172.06,Ecuador,Ecuador,46.0,0
T314576,C14704,919.46,Amazon,E-Commerce,35,19,564.95,3.09,Ecuador,Ecuador,58.0,0
T285259,C49915,683.63,Cartier,E-Commerce,36,23,356.94,264.1,Ecuador,Ecuador,54.0,0
T309991,C45390,242.7,Zales,E-Commerce,24,2,218.8,138.38,Ecuador,Ecuador,1.0,0
T160198,C83217,13.28,Shein,E-Commerce,37,18,744.77,822.72,Ecuador,Ecuador,119.0,0
T826124,C96912,208.24,Booking,E-Commerce,8,26,208.73,128.15,Ecuador,Ecuador,111.0,0
T597644,C26361,47.2,Booking,E-Commerce,34,21,667.46,505.6,Ecuador,Ecuador,94.0,0
T548025,C46832,122.32,Cartier,E-Commerce,10,3,497.81,71.2,Ecuador,Ecuador,34.0,0
T888959,C24402,500.62,Steam,E-Commerce,25,9,95.59,961.86,Ecuador,Ecuador,76.0,0
T692757,C55090,976.95,Walmart,E-Commerce,5,16,467.37,768.15,Ecuador,Ecuador,82.0,0
T462757,C39806,514.63,Zales,E-Commerce,21,12,633.42,230.51,Ecuador,Ecuador,54.0,0
T136223,C71946,173.24,Delta Airlines,E-Commerce,18,8,566.31,796.59,Ecuador,Ecuador,87.0,0
T739322,C10814,482.34,Booking,E-Commerce,38,13,282.69,468.1,Ecuador,Ecuador,60.0,0
T398115,C15328,242.03,Walmart,E-Commerce,34,21,986.19,349.07,Chile,Ecuador,115.0,0
T403813,C81481,696.78,Zales,E-Commerce,19,1,922.11,728.52,Chile,Chile,37.0,0
T545243,C50598,860.18,Walmart,E-Commerce,17,21,102.76,541.57,Ecuador,Chile,70.0,1
T225437,C67737,652.84,Cartier,E-Commerce,5,18,243.55,978.0,Ecuador,Ecuador,14.0,0
T251283,C12223,360.68,Epic Games,E-Commerce,36,11,936.61,161.4,Ecuador,Ecuador,21.0,0
T697661,C47404,205.12,eBay,E-Commerce,2,37,738.97,90.67,Ecuador,Ecuador,68.0,0
T566264,C33280,901.13,Cartier,E-Commerce,16,18,511.97,620.11,Chile,Ecuador,49.0,0
T529150,C36480,257.98,Zephora,E-Commerce,36,4,354.04,591.66,Chile,Chile,110.0,0
T624724,C20618,201.02,Amazon Gift Cards,E-Commerce,31,27,445.7,617.84,Chile,Chile,68.0,0
T177731,C41543,257.43,Amazon Gift Cards,E-Commerce,9,12,321.34,343.7,Chile,Chile,16.0,0
T637583,C32002,35.07,Zales,E-Commerce,20,3,384.36,678.77,Chile,Chile,35.0,0
